tweet_id,author_name,text,retweet_count,favorite_count,created_at,hashtags,location,source
1272477203008192512,THE CITY,NEW: .@NYCMayor’s new “test and trace” team has been told not to ask people who tested positive for coronavirus whether they attended any demonstrations. https://t.co/Qmslis1CLw,2462,2689,2020-06-15 10:33:01,[],"New York, NY",Buffer
1272365492825546752,Celeste Liddle,"Hmm 9 days later &amp; no devastating spike in COVID-19 cases in Vic following #BLM protest. Could it be that a small team of Aboriginal women did everything in their power to create a safe &amp; healthy enviro &amp; protesters heeded their responsibilities too? Over to you, mainstream media",730,3693,2020-06-15 03:09:07,"[{'text': 'BLM', 'indices': [79, 83]}]","Berlin, Germany",Twitter Web App
1272363108132982784,ANI,"#WATCH Madhya Pradesh: Contactless bell has been installed at Pashupatinath Temple in Mandsaur. Temple administration says, ""It works on proximity sensor (able to detect the presence of nearby objects without physical contact)"". #COVID19 (12.06.2020) https://t.co/4ngoGDh0Mp",211,1044,2020-06-15 02:59:38,"[{'text': 'WATCH', 'indices': [0, 6]}, {'text': 'COVID19', 'indices': [229, 237]}]",India,Twitter Web App
1272368486128345088,ANI,China locks down ten more Beijing neighbourhoods over virus cluster: AFP news agency. #COVID19,365,2692,2020-06-15 03:21:01,"[{'text': 'COVID19', 'indices': [86, 94]}]",India,Twitter Web App
1272364639028903936,💫✨,"Wait a dam minute....
We might have to wait another 2 years for the next #InsecureHBO season once this next wave of COVID 19 hits 😫 https://t.co/dKRdLZpGRf",520,1520,2020-06-15 03:05:43,"[{'text': 'InsecureHBO', 'indices': [73, 85]}]","New York, USA",Twitter for iPhone
1272360714360033282,Byron Auguste,"Sadly, a contagion of #COVID19 Attention Deficit is on course to cause thousands of avoidable deaths.

Read @ASlavitt to learn *how* your state is doing today (has data!), based on *what* it did 6 weeks ago.👇

Hint: how we act now can change the future.😷
https://t.co/he2D45kgnf",174,370,2020-06-15 02:50:08,"[{'text': 'COVID19', 'indices': [22, 30]}]","Washington, DC",Twitter Web App
1272363464942669824,CNN,"A medicine that may treat and prevent Covid-19 is now being tested in patients in multiple sites around the US, Regeneron Pharmaceuticals Inc. announced. If successful, Regeneron hopes it could be available by the fall. https://t.co/YAQTw5B2WN",278,927,2020-06-15 03:01:04,[],,SocialFlow
1272368333996937217,AAP,"Phone Calls, Chit-Chat: How A Delhi COVID Facility Is Helping Fight Isolation https://t.co/aAUf54Zc4D",145,432,2020-06-15 03:20:24,[],India,Twitter for Android
1272363197983490049,All In with Chris Hayes,"Dr. Patel on Trump’s plan to hold indoor rallies amid COVID-19: 

“We have evidence that that is exactly how we are getting these 'super spreader' events, whether it’s in a choir, in a church, at a party. We know that this is just a set up for disaster.” https://t.co/C6YNPR1Gcr",105,238,2020-06-15 03:00:00,[],,TweetDeck
1272368310177468423,Mansoor Ali Khan,"Corona Updates: (14 June)

Total Number of Cases: 144,478
Cases Reported Yesterday: 5,248
Total Deaths: 2,728
Deaths Yesterday: 97
Total Recoveries: 53,721
Tests Yesterday: 29,085
Vents available for Covid patients: 941",97,512,2020-06-15 03:20:19,[],"Lahore, Pakistan",Twitter for iPhone
1272362787226808320,"People's Daily, China","#LATEST on #COVID19 in Beijing:
- 76,499 nucleic acid tests conducted, of which 59 tested positive
- 29,386 people with travel history to Xinfadi market tested over past 14 days; 12,973 completed and all negative https://t.co/9iuU55qF7X",42,100,2020-06-15 02:58:22,"[{'text': 'LATEST', 'indices': [0, 7]}, {'text': 'COVID19', 'indices': [11, 19]}]","Beijing, China",TweetDeck
1272363555132751873,T.D. Jakes,"What will life look like after COVID-19?⁣⁣
 ⁣⁣
Cultivating a future mindset means creating a new routine and discovering the necessities of life crucial for development. ⁣
@FoundationTDJ⁣
 ⁣
Watch #YouCanMakeIt with @FredPerpall &amp; @EngageHattie:  https://t.co/6TB6JThmtn https://t.co/pWrnA2D4HD",62,365,2020-06-15 03:01:25,"[{'text': 'YouCanMakeIt', 'indices': [197, 210]}]","Dallas, Texas",Sprout Social
1272366976728535040,Nature Research,"The duration of #COVID19-related lockdown measures and the number of countries in which they are implemented have a greater impact on global supply chains than the severity of the restrictions, according to a study in @NatureHumBehav. https://t.co/uiqWumQSFU https://t.co/UxUDK4thwr",23,42,2020-06-15 03:15:01,"[{'text': 'COVID19', 'indices': [16, 24]}]",,Sprout Social
1272365004889755648,Reliable Sources,"""Make my death meaningful."" https://t.co/BReJYj6QjP",52,95,2020-06-15 03:07:11,[],CNN,Twitter Web App
1272362071095521281,The New Indian Express,"With 2,224 fresh #COVID19 cases, the highest single-day spike, Delhi's tally crossed the 40,000 mark, while the death toll reached 1,327. It was the third successive day when over 2,000 cases were reported in a day.

https://t.co/ZamG5Vg8Ss",18,75,2020-06-15 02:55:31,"[{'text': 'COVID19', 'indices': [17, 25]}]",Chennai,Twitter Web App
